start,end,net,acc,portfolio
2017-12-01,2018-01-01,0.023335733024043168,1.0233357330240431,102333.57330240431
2018-01-01,2018-02-01,0.020190232930914837,1.043997119840327,104399.71198403272
2018-02-01,2018-03-01,-0.00015177216309355081,1.0438386701391855,104383.86701391856
2018-03-01,2018-04-01,-0.021535188527683415,1.021359407585252,102135.94075852519
2018-04-01,2018-05-01,0.026872733762947427,1.0488061270215723,104880.61270215722
2018-05-01,2018-06-01,-0.005725458219360479,1.042801231361101,104280.1231361101
2018-06-01,2018-07-01,0.013427758147695926,1.0568037140919375,105680.37140919374
2018-07-01,2018-08-01,-0.004345448956516325,1.052211427495294,105221.1427495294
2018-08-01,2018-09-01,-0.006838800932479941,1.0450155630037732,104501.55630037733
2018-09-01,2018-10-01,-0.003699222831655742,1.0411498175736742,104114.98175736742
2018-10-01,2018-11-01,-0.024419335218418135,1.0157256311657479,101572.56311657478
2018-11-01,2018-12-01,-0.0012391240494692955,1.014467021108508,101446.70211085079
2018-12-01,2019-01-01,-0.0036751260854885888,1.0107387268963643,101073.87268963641
2019-01-01,2019-02-01,0.008346779598036582,1.0191751402809683,101917.5140280968
2019-02-01,2019-03-01,0.006245754134184934,1.0255406576268367,102554.06576268365
2019-03-01,2019-04-01,0.013431084329442263,1.0393147806826943,103931.47806826943
2019-04-01,2019-05-01,0.008564493842883443,1.0482159857226692,104821.5985722669
2019-05-01,2019-06-01,0.005222990941059373,1.0536908083203722,105369.0808320372
2019-06-01,2019-07-01,0.019183724142347112,1.073904522118517,107390.45221185168
2019-07-01,2019-08-01,0.011667778534108499,1.0864346022493736,108643.46022493734
2019-08-01,2019-09-01,0.0031391091005726103,1.0898450389964716,108984.50389964714
2019-09-01,2019-10-01,0.012576300902425137,1.1035512581439064,110355.12581439063
2019-10-01,2019-11-01,0.010173185269891003,1.1147778895478258,111477.78895478256
2019-11-01,2019-12-01,-0.014762149406740742,1.0983213717869897,109832.13717869895
2019-12-01,2020-01-01,0.0010365059527736983,1.0994597884269055,109945.97884269053
2020-01-01,2020-02-01,0.007706048105289485,1.1079322784463548,110793.22784463545
2020-02-01,2020-03-01,0.011303084121820734,1.1204553301909144,112045.53301909141
2020-03-01,2020-04-01,-0.07736100065510691,1.0337757846579971,103377.57846579968
2020-04-01,2020-05-01,0.06326844167950456,1.0991811675993157,109918.11675993155
2020-05-01,2020-06-01,0.023821164822755564,1.125364943362768,112536.49433627677
2020-06-01,2020-07-01,0.009004177544006441,1.135497929114607,113549.79291146067
2020-07-01,2020-08-01,0.011409103872414833,1.1484529429347876,114845.29429347873
2020-08-01,2020-09-01,0.002418534852372717,1.1512305164035854,115123.0516403585
2020-09-01,2020-10-01,0.011716796877455067,1.1647192505234139,116471.92505234135
2020-10-01,2020-11-01,0.007760507996205729,1.1737580635804357,117375.80635804353
2020-11-01,2020-12-01,0.031212079908570695,1.2103934940542374,121039.3494054237
